File::HomeDir::BEGIN@5	href=File-HomeDir-pm-632-line.html#5
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMagicNumbers::CORE:sort	href=Perl-ProhibitMagicNumbers-pm-286-line.html#Perl__Critic__Policy__ValuesAndExpressions__ProhibitMagicNumbers__CORE_sort
Perl::Critic::Policy::TestingAndDebugging::RequireTestLabels::BEGIN@16	href=Perl-RequireTestLabels-pm-337-line.html#16
Perl::Tidy::IndentationItem::BEGIN@19090	href=Perl-Tidy-pm-735-line.html#19090
Cwd::BEGIN@171	href=Cwd-pm-192-line.html#171
PPIx::Regexp::Token::Backreference::BEGIN@35	href=PPIx-Regexp-Token-Backreference-pm-869-line.html#35
List::MoreUtils::XS::BEGIN@10	href=List-MoreUtils-XS-pm-66-line.html#10
Perl::Critic::Policy::References::ProhibitDoubleSigils::BEGIN@16	href=Perl-ProhibitDoubleSigils-pm-419-line.html#16
PPIx::Regexp::Structure::CharClass::BEGIN@37	href=PPIx-Regexp-Structure-CharClass-pm-839-line.html#37
Perl::Critic::Exception::Configuration::Option::BEGIN@3	href=(eval 52)[Exception-Class-pm-177]-170-line.html#3
Perl::Critic::Policy::BEGIN@40	href=Perl-Critic-Policy-pm-201-line.html#40
Perl::Critic::Policy::Modules::RequireFilenameMatchesPackage::BEGIN@12	href=Perl-RequireFilenameMatchesPackage-pm-496-line.html#12
Readonly::Scalar::CORE:match	href=Readonly-Scalar-pm-18-line.html#Readonly__Scalar__CORE_match
PPI::Node::BEGIN@58	href=PPI-Node-pm-73-line.html#58
PPI::Token::QuoteLike::Backtick::BEGIN@32	href=PPI-Token-QuoteLike-Backtick-pm-98-line.html#32
Perl::Critic::Policy::RegularExpressions::RequireBracesForMultiline::default_severity	href=Perl-RequireBracesForMultiline-pm-407-line.html#44
Perl::Critic::Utils::is_label_pointer	href=Perl-Critic-Utils-pm-52-line.html#761
PPIx::Regexp::Token::Comment::BEGIN@33	href=PPIx-Regexp-Token-Comment-pm-885-line.html#33
Perl::Critic::Policy::TestingAndDebugging::ProhibitProlongedStrictureOverride::BEGIN@16	href=Perl-ProhibitProlongedStrictureOverride-pm-334-line.html#16
Perl::Critic::Policy::BuiltinFunctions::ProhibitStringyEval::supported_parameters	href=Perl-ProhibitStringyEval-pm-772-line.html#30
PPI::Node::DESTROY	href=PPI-Node-pm-73-line.html#695
Perl::Critic::BEGIN@27	href=Perl-Critic-pm-151-line.html#27
Perl::Critic::Theme::BEGIN@21	href=Perl-Critic-Theme-pm-801-line.html#21
Perl::Critic::Policy::Subroutines::ProhibitExcessComplexity::supported_parameters	href=Perl-ProhibitExcessComplexity-pm-352-line.html#28
PPIx::Regexp::Token::GroupType::Modifier::BEGIN@34	href=PPIx-Regexp-Token-GroupType-Modifier-pm-909-line.html#34
PPIx::Regexp::Token::Backreference::__PPIX_TOKEN__recognize	href=PPIx-Regexp-Token-Backreference-pm-869-line.html#92
Perl::Critic::Policy::ValuesAndExpressions::RequireInterpolationOfMetachars::default_severity	href=Perl-RequireInterpolationOfMetachars-pm-310-line.html#43
Perl::Critic::PolicyFactory::BEGIN@11	href=Perl-Critic-PolicyFactory-pm-172-line.html#11
PPIx::Regexp::Token::Unknown::BEGIN@35	href=PPIx-Regexp-Token-Unknown-pm-927-line.html#35
PPIx::Regexp::Lexer::BEGIN@46	href=PPIx-Regexp-Lexer-pm-824-line.html#46
PPI::Token::BEGIN@73	href=PPI-Token-pm-58-line.html#73
Perl::Critic::Policy::Variables::RequireLocalizedPunctuationVars::BEGIN@10	href=Perl-RequireLocalizedPunctuationVars-pm-253-line.html#10
Perl::Critic::Policy::TestingAndDebugging::RequireTestLabels::BEGIN@19	href=Perl-RequireTestLabels-pm-337-line.html#19
PPIx::Regexp::Token::Code::BEGIN@47	href=PPIx-Regexp-Token-Code-pm-883-line.html#47
Perl::Critic::Policy::ValuesAndExpressions::RequireUpperCaseHeredocTerminator::BEGIN@12	href=Perl-RequireUpperCaseHeredocTerminator-pm-325-line.html#12
File::Path::BEGIN@29	href=File-Path-pm-567-line.html#29
Getopt::Long::BEGIN@22	href=Getopt-Long-pm-19-line.html#22
Perl::Critic::Utils::McCabe::BEGIN@11	href=Perl-Critic-Utils-McCabe-pm-353-line.html#11
Perl::Critic::Policy::InputOutput::RequireBracedFileHandleWithPrint::supported_parameters	href=Perl-RequireBracedFileHandleWithPrint-pm-541-line.html#31
PPIx::Regexp::Token::CharClass::Simple::BEGIN@38	href=PPIx-Regexp-Token-CharClass-Simple-pm-881-line.html#38
PPI::Token::BEGIN@53	href=PPI-Token-pm-58-line.html#53
PPIx::Regexp::Token::Backreference::CORE:qr	href=PPIx-Regexp-Token-Backreference-pm-869-line.html#PPIx__Regexp__Token__Backreference__CORE_qr
PPI::Normal::BEGIN@39	href=PPI-Normal-pm-461-line.html#39
Encode::Alias::find_alias	href=Encode-Alias-pm-38-line.html#21
PPI::Token::Attribute::BEGIN@39	href=PPI-Token-Attribute-pm-119-line.html#39
PPI::Statement::UnmatchedBrace::BEGIN@47	href=PPI-Statement-UnmatchedBrace-pm-442-line.html#47
PPIx::Regexp::Token::Modifier::CORE:qr	href=PPIx-Regexp-Token-Modifier-pm-895-line.html#PPIx__Regexp__Token__Modifier__CORE_qr
Perl::Critic::Exception::Parse::BEGIN@15	href=Perl-Critic-Exception-Parse-pm-51-line.html#15
Exception::Class::Base::BEGIN@12	href=Exception-Class-Base-pm-122-line.html#12
PPI::Token::QuoteLike::Command::BEGIN@36	href=PPI-Token-QuoteLike-Command-pm-100-line.html#36
PPI::Token::Number::Hex::BEGIN@30	href=PPI-Token-Number-Hex-pm-82-line.html#30
Devel::StackTrace::BEGIN@10	href=Devel-StackTrace-pm-124-line.html#10
Module::Runtime::BEGIN@1.101	href=Path-IsDev-Heuristic-VCS-Git-pm-655-line.html#1
Pod::Wordlist::BEGIN@2.3	href=File-ShareDir-ProjectDistDir-pm-586-line.html#2
Perl::Critic::PolicyFactory::create_policy	href=Perl-Critic-PolicyFactory-pm-172-line.html#175
Perl::Critic::Policy::Modules::RequireEndWithOne::supported_parameters	href=Perl-Critic-Policy-Modules-RequireEndWithOne-pm-490-line.html#27
Perl::Critic::Annotation::_parse_annotation	href=Perl-Critic-Annotation-pm-814-line.html#223
PPI::Structure::Unknown::BEGIN@42	href=PPI-Structure-Unknown-pm-454-line.html#42
Perl::Critic::Config::BEGIN@12	href=Perl-Critic-Config-pm-159-line.html#12
Perl::Critic::Config::_policy_is_enabled	href=Perl-Critic-Config-pm-159-line.html#270
Perl::Critic::BEGIN@15	href=Perl-Critic-pm-151-line.html#15
Perl::Critic::Policy::Modules::RequireNoMatchVarsWithUseEnglish::default_severity	href=Perl-RequireNoMatchVarsWithUseEnglish-pm-499-line.html#30
Lingua::EN::Inflect::BEGIN@1	href=(eval 279)[Env-pm-84]-585-line.html#1
Perl::Critic::OptionsProcessor::BEGIN@25	href=Perl-Critic-OptionsProcessor-pm-804-line.html#25
Perl::Critic::Policy::ValuesAndExpressions::ProhibitLongChainsOfMethodCalls::BEGIN@12	href=Perl-ProhibitLongChainsOfMethodCalls-pm-283-line.html#12
Perl::Critic::Policy::Miscellanea::ProhibitTies::BEGIN@11	href=Perl-Critic-Policy-Miscellanea-ProhibitTies-pm-508-line.html#11
PPI::Document::BEGIN@94	href=PPI-Document-pm-456-line.html#94
Carp::BEGIN@3	href=Carp-pm-26-line.html#3
Perl::Critic::Document::add_annotation	href=Perl-Critic-Document-pm-808-line.html#429
Path::IsDev::Object::BEGIN@3	href=Path-IsDev-Result-pm-614-line.html#3
Perl::Critic::Policy::ValuesAndExpressions::ProhibitQuotesAsQuotelikeOperatorDelimiters::BEGIN@18	href=TOOLONG-298-line.html#18
Exporter::Tiny::BEGIN@5	href=Exporter-Tiny-pm-65-line.html#5
PPIx::Regexp::Token::Interpolation::BEGIN@33	href=PPIx-Regexp-Token-Interpolation-pm-918-line.html#33
Perl::Tidy::BEGIN@61	href=Perl-Tidy-pm-735-line.html#61
Module::Runtime::BEGIN@3.39	href=Path-IsDev-NegativeHeuristic-HomeDir-pm-630-line.html#3
Perl::Critic::Utils::PPI::BEGIN@18	href=Perl-Critic-Utils-PPI-pm-135-line.html#18
Path::IsDev::Role::HeuristicSet::BEGIN@28	href=Path-IsDev-Role-HeuristicSet-pm-625-line.html#28
PPI::Statement::Sub::__LEXER__normal	href=PPI-Statement-Sub-pm-440-line.html#45
PPIx::Regexp::Structure::BEGIN@45	href=PPIx-Regexp-Structure-pm-829-line.html#45
PPI::Token::Cast::BEGIN@35	href=PPI-Token-Cast-pm-109-line.html#35
PPI::Lexer::BEGIN@61	href=PPI-Lexer-pm-465-line.html#61
Perl::Critic::Config::_validate_and_save_theme	href=Perl-Critic-Config-pm-159-line.html#607
Module::Runtime::BEGIN@3.63	href=Path-IsDev-Heuristic-Tool-ModuleBuild-pm-645-line.html#3
PPI::Element::BEGIN@30	href=PPI-Element-pm-61-line.html#30
utf8::BEGIN@4	href=utf8_heavy-pl-313-line.html#4
Perl::Critic::Policy::RegularExpressions::ProhibitEnumeratedClasses::BEGIN@12	href=Perl-ProhibitEnumeratedClasses-pm-389-line.html#12
Perl::Critic::Policy::InputOutput::RequireBriefOpen::BEGIN@21	href=Perl-Critic-Policy-InputOutput-RequireBriefOpen-pm-544-line.html#21
Perl::Critic::UserProfile::options_processor	href=Perl-Critic-UserProfile-pm-802-line.html#52
PPI::Token::BEGIN@58	href=PPI-Token-pm-58-line.html#58
Perl::Critic::Statistics::BEGIN@10	href=Perl-Critic-Statistics-pm-931-line.html#10
charnames::BEGIN@6	href=charnames-pm-721-line.html#6
Perl::Critic::Policy::ControlStructures::ProhibitCStyleForLoops::BEGIN@11	href=Perl-ProhibitCStyleForLoops-pm-684-line.html#11
PPIx::Utilities::Statement::BEGIN@11	href=PPIx-Utilities-Statement-pm-427-line.html#11
File::ShareDir::ProjectDistDir::BEGIN@4.9	href=Path-FindDev-pm-591-line.html#4
PPIx::Regexp::Element::BEGIN@34	href=PPIx-Regexp-Element-pm-819-line.html#34
Perl::Critic::Exception::Configuration::Option::Policy::ParameterValue::BEGIN@14	href=Perl-ParameterValue-pm-174-line.html#14
PPIx::Regexp::Token::Greediness::BEGIN@36	href=PPIx-Regexp-Token-Greediness-pm-899-line.html#36
Perl::Critic::Policy::InputOutput::ProhibitOneArgSelect::BEGIN@15	href=Perl-ProhibitOneArgSelect-pm-532-line.html#15
PPI::Structure::Block::BEGIN@48	href=PPI-Structure-Block-pm-447-line.html#48
Perl::Critic::Policy::TestingAndDebugging::RequireUseStrict::supported_parameters	href=Perl-RequireUseStrict-pm-340-line.html#32
Perl::Critic::Policy::Variables::ProhibitAugmentedAssignmentInDeclaration::BEGIN@12	href=TOOLONG-199-line.html#12
Pod::Escapes::BEGIN@22	href=Pod-Escapes-pm-45-line.html#22
Perl::Tidy::Formatter::BEGIN@11861	href=Perl-Tidy-pm-735-line.html#11861
PPIx::Regexp::Token::Recursion::CORE:qr	href=PPIx-Regexp-Token-Recursion-pm-897-line.html#PPIx__Regexp__Token__Recursion__CORE_qr
charnames::BEGIN@8	href=charnames-pm-721-line.html#8
PPIx::Utilities::Exception::Bug::BEGIN@3	href=(eval 386)[Exception-Class-pm-177]-811-line.html#3
PPI::Statement::UnmatchedBrace::BEGIN@48	href=PPI-Statement-UnmatchedBrace-pm-442-line.html#48
Encode::utf8::BEGIN@325	href=Encode-pm-34-line.html#325
Perl::Critic::Policy::Subroutines::ProhibitReturnSort::violates	href=Perl-ProhibitReturnSort-pm-365-line.html#34
Perl::Critic::Policy::Variables::RequireNegativeIndices::BEGIN@13	href=Perl-RequireNegativeIndices-pm-256-line.html#13
Config::launcher	href=Config_heavy-pl-602-line.html#1345
overload::OVERLOAD	href=overload-pm-21-line.html#30
Perl::Critic::Policy::Variables::ProtectPrivateVars::BEGIN@11	href=Perl-Critic-Policy-Variables-ProtectPrivateVars-pm-243-line.html#11
Perl::Critic::Policy::RegularExpressions::ProhibitEnumeratedClasses::default_severity	href=Perl-ProhibitEnumeratedClasses-pm-389-line.html#44
Pod::Usage::BEGIN@24	href=Pod-Usage-pm-25-line.html#24
Module::Runtime::BEGIN@1.45	href=Path-IsDev-NegativeHeuristic-PerlINC-pm-641-line.html#1
Perl::Critic::Policy::Modules::ProhibitEvilModules::BEGIN@18	href=Perl-Critic-Policy-Modules-ProhibitEvilModules-pm-478-line.html#18
PPI::Token::Quote::Literal::BEGIN@35	href=PPI-Token-Quote-Literal-pm-95-line.html#35
Perl::Critic::PolicyConfig::remove	href=Perl-Critic-PolicyConfig-pm-173-line.html#133
Perl::Critic::Exception::Configuration::BEGIN@11	href=Perl-Critic-Exception-Configuration-pm-156-line.html#11
PPI::Lexer::BEGIN@57	href=PPI-Lexer-pm-465-line.html#57
PPI::Token::__LEXER__closes	href=PPI-Token-pm-58-line.html#219
Perl::Critic::Policy::ValuesAndExpressions::RequireUpperCaseHeredocTerminator::CORE:qr	href=Perl-RequireUpperCaseHeredocTerminator-pm-325-line.html#Perl__Critic__Policy__ValuesAndExpressions__RequireUpperCaseHeredocTerminator__CORE_qr
File::Spec::Unix::splitpath	href=File-Spec-Unix-pm-29-line.html#304
Perl::Critic::Document::AUTOLOAD	href=Perl-Critic-Document-pm-808-line.html#37
Perl::Critic::Policy::Documentation::RequirePackageMatchesPodName::BEGIN@10	href=Perl-RequirePackageMatchesPodName-pm-667-line.html#10
Perl::Critic::Policy::Modules::ProhibitConditionalUseStatements::BEGIN@15	href=Perl-ProhibitConditionalUseStatements-pm-475-line.html#15
Perl::Critic::PolicyConfig::BEGIN@10	href=Perl-Critic-PolicyConfig-pm-173-line.html#10
Perl::Critic::Exception::Parse::BEGIN@16	href=Perl-Critic-Exception-Parse-pm-51-line.html#16
Perl::Critic::Policy::ValuesAndExpressions::RequireConstantVersion::BEGIN@27	href=Perl-RequireConstantVersion-pm-307-line.html#27
Data::OptList::BEGIN@10	href=Data-OptList-pm-589-line.html#10
Perl::Critic::Policy::Subroutines::ProhibitReturnSort::BEGIN@12	href=Perl-ProhibitReturnSort-pm-365-line.html#12
PPI::Token::Number::Binary::BEGIN@29	href=PPI-Token-Number-Binary-pm-80-line.html#29
Module::Runtime::BEGIN@3.95	href=Path-IsDev-Heuristic-MYMETA-pm-653-line.html#3
Perl::Critic::Policy::Variables::ProhibitEvilVariables::BEGIN@17	href=Perl-ProhibitEvilVariables-pm-219-line.html#17
Perl::Critic::Policy::Variables::ProhibitReusedNames::BEGIN@12	href=Perl-ProhibitReusedNames-pm-237-line.html#12
PPI::Token::Number::BEGIN@36	href=PPI-Token-Number-pm-79-line.html#36
Perl::Critic::Exception::Configuration::Option::Policy::BEGIN@10	href=Perl-Policy-pm-177-line.html#10
Path::Tiny::BEGIN@14	href=Path-Tiny-pm-600-line.html#14
PPI::Node::__ANON__[(eval 1001)[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/PPI/Node.pm:654]:4]	href=(eval 448)[PPI-Node-pm-654]-934-line.html#1
Module::Pluggable::Object::CORE:regcomp	href=Module-Pluggable-Object-pm-190-line.html#Module__Pluggable__Object__CORE_regcomp
PPI::Token::Quote::Double::BEGIN@39	href=PPI-Token-Quote-Double-pm-92-line.html#39
Perl::Critic::OptionsProcessor::CORE:fttty	href=Perl-Critic-OptionsProcessor-pm-804-line.html#Perl__Critic__OptionsProcessor__CORE_fttty
Perl::Critic::Command::_set_up_pager	href=Perl-Critic-Command-pm-4-line.html#332
Perl::Critic::Exception::Fatal::Internal::BEGIN@12	href=Perl-Critic-Exception-Fatal-Internal-pm-148-line.html#12
Sub::Exporter::_mk_collection_builder	href=Sub-Exporter-pm-588-line.html#129
PPI::Statement::new	href=PPI-Statement-pm-429-line.html#190
Perl::Critic::Config::profile_strictness	href=Perl-Critic-Config-pm-159-line.html#828
PPIx::Regexp::Structure::Quantifier::BEGIN@35	href=PPIx-Regexp-Structure-Quantifier-pm-849-line.html#35
Perl::Critic::Policy::Subroutines::ProhibitManyArgs::BEGIN@13	href=Perl-Critic-Policy-Subroutines-ProhibitManyArgs-pm-359-line.html#13
File::ShareDir::ProjectDistDir::BEGIN@1.6	href=Path-FindDev-pm-591-line.html#1
PPI::Statement::End::BEGIN@51	href=PPI-Statement-End-pm-433-line.html#51
Perl::Critic::Exception::Fatal::PolicyDefinition::BEGIN@12	href=Perl-Critic-Exception-Fatal-PolicyDefinition-pm-183-line.html#12
Perl::Critic::Policy::Variables::ProhibitPackageVars::supported_parameters	href=Perl-ProhibitPackageVars-pm-228-line.html#33
Perl::Critic::Policy::BuiltinFunctions::ProhibitStringyEval::BEGIN@18	href=Perl-ProhibitStringyEval-pm-772-line.html#18
Class::Data::Inheritable::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Class/Data/Inheritable.pm:23]	href=Class-Data-Inheritable-pm-123-line.html#15
Perl::Critic::Config::exclude	href=Perl-Critic-Config-pm-159-line.html#800
PPI::Token::Number::Binary::BEGIN@33	href=PPI-Token-Number-Binary-pm-80-line.html#33
Exporter::Tiny::_exporter_install_sub	href=Exporter-Tiny-pm-65-line.html#186
PPI::Token::Number::Version::BEGIN@36	href=PPI-Token-Number-Version-pm-85-line.html#36
Perl::Critic::Policy::Modules::RequireNoMatchVarsWithUseEnglish::BEGIN@10	href=Perl-RequireNoMatchVarsWithUseEnglish-pm-499-line.html#10
File::HomeDir::Darwin::Cocoa::BEGIN@3	href=File-HomeDir-Darwin-Cocoa-pm-636-line.html#3
Perl::Critic::Exception::Fatal::PolicyDefinition::BEGIN@14	href=Perl-Critic-Exception-Fatal-PolicyDefinition-pm-183-line.html#14
PPI::Token::Pod::BEGIN@29	href=PPI-Token-Pod-pm-78-line.html#29
Mac::SystemDirectory::BEGIN@5	href=Mac-SystemDirectory-pm-634-line.html#5
Path::IsDev::Role::HeuristicSet::Simple::BEGIN@44	href=Path-IsDev-Role-HeuristicSet-Simple-pm-624-line.html#44
PPI::Statement::Include::type	href=PPI-Statement-Include-pm-435-line.html#90
Perl::Critic::Policy::RegularExpressions::ProhibitUnusedCapture::BEGIN@25	href=Perl-ProhibitUnusedCapture-pm-401-line.html#25
PPI::Token::Whitespace::CORE:match	href=PPI-Token-Whitespace-pm-76-line.html#PPI__Token__Whitespace__CORE_match
File::Temp::BEGIN@138	href=File-Temp-pm-566-line.html#138
Perl::Critic::Policy::ErrorHandling::RequireCheckingReturnValueOfEval::BEGIN@14	href=Perl-RequireCheckingReturnValueOfEval-pm-562-line.html#14
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMagicNumbers::BEGIN@11	href=Perl-ProhibitMagicNumbers-pm-286-line.html#11
version::(<=>	href=version-pm-250-line.html#version______
PPIx::Regexp::Node::Range::BEGIN@34	href=PPIx-Regexp-Node-Range-pm-827-line.html#34
File::Find::CORE:subst	href=File-Find-pm-191-line.html#File__Find__CORE_subst
PPI::Token::BEGIN@71	href=PPI-Token-pm-58-line.html#71
Encode::Alias::BEGIN@6	href=Encode-Alias-pm-38-line.html#6
if::work	href=if-pm-196-line.html#5
Perl::Critic::Utils::McCabe::BEGIN@14	href=Perl-Critic-Utils-McCabe-pm-353-line.html#14
File::Find::Follow_SymLink	href=File-Find-pm-191-line.html#413
PPI::Statement::Variable::BEGIN@42	href=PPI-Statement-Variable-pm-444-line.html#42
Perl::Critic::Policy::Documentation::RequirePackageMatchesPodName::BEGIN@16	href=Perl-RequirePackageMatchesPodName-pm-667-line.html#16
Class::Tiny::import	href=Class-Tiny-pm-595-line.html#17
Perl::Critic::Policy::ValuesAndExpressions::ProhibitNoisyQuotes::BEGIN@10	href=Perl-ProhibitNoisyQuotes-pm-295-line.html#10
Perl::Critic::Policy::InputOutput::RequireEncodingWithUTF8Layer::BEGIN@10	href=Perl-RequireEncodingWithUTF8Layer-pm-556-line.html#10
PPIx::Regexp::Node::BEGIN@42	href=PPIx-Regexp-Node-pm-817-line.html#42
Exception::Class::BEGIN@5	href=Exception-Class-pm-121-line.html#5
Module::Runtime::BEGIN@2.102	href=Path-IsDev-Heuristic-VCS-Git-pm-655-line.html#2
Perl::Critic::PolicyParameter::Behavior::Enumeration::BEGIN@18	href=Perl-Enumeration-pm-207-line.html#18
Perl::Critic::Policy::ValuesAndExpressions::RequireInterpolationOfMetachars::BEGIN@2	href=Email-Address-pm-311-line.html#2
File::HomeDir::Darwin::BEGIN@7	href=File-HomeDir-Darwin-pm-637-line.html#7
Perl::Critic::Config::CORE:regcomp	href=Perl-Critic-Config-pm-159-line.html#Perl__Critic__Config__CORE_regcomp
locale::import	href=locale-pm-663-line.html#70
PPIx::Regexp::Token::Operator::BEGIN@33	href=PPIx-Regexp-Token-Operator-pm-923-line.html#33
Perl::Critic::Config::_load_policies	href=Perl-Critic-Config-pm-159-line.html#215
Perl::Critic::Policy::ValuesAndExpressions::ProhibitQuotesAsQuotelikeOperatorDelimiters::BEGIN@13	href=TOOLONG-298-line.html#13
File::Find::BEGIN@3	href=File-Find-pm-191-line.html#3
Path::FindDev::BEGIN@57	href=Path-FindDev-pm-591-line.html#57
Data::OptList::mkopt_hash	href=Data-OptList-pm-589-line.html#90
Perl::Critic::Annotation::BEGIN@12	href=Perl-Critic-Annotation-pm-814-line.html#12
Perl::Critic::Theme::BEGIN@10	href=Perl-Critic-Theme-pm-801-line.html#10
Perl::Critic::Exception::AggregateConfiguration::add_exception_or_rethrow	href=Perl-Critic-Exception-AggregateConfiguration-pm-160-line.html#72
Perl::Critic::Policy::ControlStructures::ProhibitMutatingListFunctions::_get_cpan_list_funcs	href=Perl-ProhibitMutatingListFunctions-pm-693-line.html#32
Perl::Critic::PolicyParameter::get_name	href=Perl-Critic-PolicyParameter-pm-203-line.html#137
PPI::Lexer::BEGIN@97	href=PPI-Lexer-pm-465-line.html#97
Perl::Critic::Policy::Modules::RequireFilenameMatchesPackage::BEGIN@10	href=Perl-RequireFilenameMatchesPackage-pm-496-line.html#10
Perl::Critic::Policy::InputOutput::RequireCheckedSyscalls::BEGIN@13	href=Perl-RequireCheckedSyscalls-pm-553-line.html#13
IO::File::BEGIN@130	href=IO-File-pm-736-line.html#130
Perl::Critic::Policy::ControlStructures::ProhibitMutatingListFunctions::BEGIN@11	href=Perl-ProhibitMutatingListFunctions-pm-693-line.html#11
Perl::Critic::Policy::ErrorHandling::RequireCheckingReturnValueOfEval::BEGIN@11	href=Perl-RequireCheckingReturnValueOfEval-pm-562-line.html#11
PPIx::Regexp::Lexer::BEGIN@54	href=PPIx-Regexp-Lexer-pm-824-line.html#54
Perl::Critic::Utils::BEGIN@20	href=Perl-Critic-Utils-pm-52-line.html#20
Module::Pluggable::BEGIN@5	href=Module-Pluggable-pm-189-line.html#5
PPIx::Regexp::Element::BEGIN@43	href=PPIx-Regexp-Element-pm-819-line.html#43
Perl::Tidy::Formatter::BEGIN@5956	href=Perl-Tidy-pm-735-line.html#5956
Perl::Critic::Policy::ClassHierarchies::ProhibitAutoloading::supported_parameters	href=Perl-ProhibitAutoloading-pm-748-line.html#27
Path::IsDev::Object::BEGIN@153	href=Path-IsDev-Object-pm-609-line.html#153
Config::BEGIN@9	href=Config-pm-8-line.html#9
Perl::Critic::Policy::Modules::RequireVersionVar::BEGIN@10	href=Perl-Critic-Policy-Modules-RequireVersionVar-pm-502-line.html#10
